Timestamp,new,total,Unnamed: 0,WOJ,POW,NAZWA,lat,long
2020-04-02,0.0,0.0,3856,30,25.0,powiat średzki,51.1261995,16.62997938420635
2020-04-02,0.0,1.0,3864,30,26.0,powiat śremski,52.062481,17.100997794733544
2020-04-02,0.0,11.0,198,2,19.0,powiat świdnicki,50.87042935,16.477617448137618
2020-04-02,0.0,11.0,782,6,17.0,powiat świdnicki,50.87042935,16.477617448137618
2020-04-02,0.0,3.0,4153,32,16.0,powiat świdwiński,53.80651975,15.88221696501428
2020-04-02,0.0,3.0,938,8,8.0,powiat świebodziński,52.23781025,15.506973618070116
2020-04-02,0.0,2.0,969,8,10.0,powiat żagański,51.5942426,15.527949647442089
2020-04-02,0.0,2.0,985,8,11.0,powiat żarski,51.628706799999996,15.007639434972987
2020-04-02,2.0,4.0,532,4,19.0,powiat żniński,52.82236815,17.690682211567513
2020-04-02,0.0,7.0,2029,14,38.0,powiat żyrardowski,51.999766799999996,20.436349321994452
2020-04-02,0.0,0.0,3039,24,17.0,powiat żywiecki,49.61135165,19.22757696121653
2020-04-02,6.0,25.0,2657,20,62.0,Łomża,53.18243065,22.052183817808846
2020-04-02,15.0,190.0,1266,10,61.0,Łódź,51.768732299999996,19.456991100000003
2020-04-02,0.0,0.0,4192,32,63.0,Świnoujście,53.82703285,14.335691469388852
2020-04-02,0.0,0.0,3085,24,76.0,Świętochłowice,50.2989445,18.907466206416952
2020-04-02,0.0,0.0,3091,24,79.0,Żory,50.0388902,18.680612383122
