index,new,total,WOJ,POW,NAZWA,lat,long
26,1.0,1.0,28,62.0,Olsztyn,53.7767239,20.477781292210345
49,0.0,1.0,2,64.0,Wrocław,51.1263106,16.97819633051261
181,0.0,2.0,32,14.0,powiat stargardzki,53.3152879,15.1651032897048
188,0.0,1.0,28,17.0,powiat szczycieński,53.541742049999996,21.018362051755837
190,0.0,1.0,8,5.0,powiat słubicki,52.32319505,14.73873196282951
