Timestamp,Province,new,total
2020-03-04,DOLNOŚLĄSKIE,0.0,0.0
2020-03-04,KUJAWSKO-POMORSKIE,0.0,0.0
2020-03-04,LUBELSKIE,0.0,0.0
2020-03-04,LUBUSKIE,1.0,1.0
2020-03-04,MAZOWIECKIE,0.0,0.0
2020-03-04,MAŁOPOLSKIE,0.0,0.0
2020-03-04,OPOLSKIE,0.0,0.0
2020-03-04,PODKARPACKIE,0.0,0.0
2020-03-04,PODLASKIE,0.0,0.0
2020-03-04,POMORSKIE,0.0,0.0
2020-03-04,WARMIŃSKO-MAZURSKIE,0.0,0.0
2020-03-04,WIELKOPOLSKIE,0.0,0.0
2020-03-04,ZACHODNIOPOMORSKIE,0.0,0.0
2020-03-04,ŁÓDZKIE,0.0,0.0
2020-03-04,ŚLĄSKIE,0.0,0.0
2020-03-04,ŚWIĘTOKRZYSKIE,0.0,0.0
